    6   57  Pure hydrogen grid                                                                                                             Tue Feb 28 09:08:53 2006
 Teff  logg  M/Mo  Mbol     BC    U      B      V      R      I      J      H      K      u      g      r      i      z      y      b-y    u-b    v-y    V-I    G-R    U-V    U-G    B-V     Age
 70000. 8.5  0.992  4.076 -5.671  8.092  9.421  9.746  9.899 10.092 10.509 10.630 10.731  8.937  9.434  9.977 10.366 10.728  9.757 -0.143 -0.420 -0.217 -0.796 -0.773 -0.761 -0.495 -0.444 6.018E+05
 75000. 8.5  0.997  3.770 -5.911  8.019  9.353  9.682  9.835 10.030 10.448 10.569 10.670  8.864  9.367  9.913 10.303 10.666  9.693 -0.145 -0.428 -0.223 -0.797 -0.775 -0.769 -0.501 -0.448 5.129E+05
 80000. 8.5  1.002  3.485 -6.137  7.952  9.289  9.622  9.776  9.971 10.390 10.512 10.613  8.797  9.305  9.854 10.245 10.608  9.633 -0.146 -0.434 -0.228 -0.799 -0.777 -0.776 -0.507 -0.452 4.510E+05
 85000. 8.5  1.006  3.217 -6.349  7.889  9.229  9.566  9.720  9.917 10.337 10.459 10.560  8.734  9.247  9.798 10.190 10.554  9.577 -0.147 -0.440 -0.233 -0.800 -0.779 -0.783 -0.513 -0.455 4.114E+05
 90000. 8.5  1.011  2.964 -6.548  7.830  9.173  9.512  9.668  9.865 10.285 10.408 10.509  8.675  9.191  9.745 10.138 10.502  9.524 -0.148 -0.445 -0.237 -0.802 -0.781 -0.788 -0.518 -0.458 3.859E+05
100000. 8.5  1.019  2.498 -6.915  7.721  9.068  9.413  9.569  9.768 10.190 10.313 10.414  8.566  9.088  9.646 10.040 10.405  9.425 -0.150 -0.453 -0.244 -0.804 -0.785 -0.798 -0.526 -0.463 3.412E+05
110000. 8.5  1.025  2.077 -7.246  7.623  8.974  9.323  9.480  9.680 10.104 10.228 10.328  8.468  8.996  9.557  9.953 10.318  9.336 -0.152 -0.461 -0.250 -0.806 -0.787 -0.806 -0.532 -0.467 2.569E+05
  1500. 9.0  1.194 21.814  1.157 22.748 21.913 20.657 21.161 23.574 23.830 23.371 25.806 23.605 21.178 21.037 23.595 23.725 20.539  0.912  2.816  2.071 -3.835 -1.369  3.143  2.466  1.471 7.334E+09
  1750. 9.0  1.194 21.145  1.031 22.152 21.447 20.114 20.291 22.024 22.385 22.131 23.917 23.001 20.740 20.184 22.169 22.326 20.030  0.986  2.616  2.067 -2.627 -0.569  3.007  2.279  1.461 7.314E+09
  2000. 9.0  1.194 20.565  0.863 21.647 21.049 19.703 19.622 20.823 21.230 21.132 22.434 22.490 20.371 19.545 21.033 21.236 19.652  0.991  2.450  2.012 -1.709  0.049  2.852  2.127  1.413 7.290E+09
  2250. 9.0  1.194 20.054  0.677 21.188 20.690 19.377 19.099 19.844 20.279 20.302 21.243 22.027 20.044 19.071 20.090 20.338 19.347  0.961  2.298  1.926 -0.980  0.531  2.683  1.987  1.340 7.269E+09
  2500. 9.0  1.194 19.596  0.493 20.770 20.360 19.104 18.681 19.041 19.481 19.599 20.286 21.605 19.747 18.719 19.318 19.589 19.083  0.919  2.163  1.832 -0.408  0.868  2.519  1.861  1.261 7.247E+09
  2750. 9.0  1.194 19.182  0.324 20.390 20.056 18.859 18.334 18.371 18.809 18.997 19.496 21.222 19.472 18.442 18.688 18.951 18.842  0.876  2.047  1.744  0.041  1.072  2.374  1.754  1.188 7.224E+09
  3000. 9.0  1.194 18.804  0.169 20.047 19.779 18.635 18.040 17.814 18.211 18.446 18.816 20.878 19.220 18.212 18.186 18.396 18.620  0.838  1.947  1.668  0.390  1.171  2.249  1.662  1.125 7.197E+09
  3250. 9.0  1.194 18.457  0.028 19.738 19.525 18.429 17.789 17.365 17.663 17.919 18.191 20.567 18.987 18.011 17.798 17.912 18.414  0.806  1.862  1.603  0.637  1.202  2.143  1.584  1.071 7.165E+09
  3500. 9.0  1.194 18.135 -0.096 19.449 19.285 18.231 17.573 17.021 17.151 17.400 17.604 20.277 18.765 17.825 17.506 17.509 18.216  0.778  1.789  1.546  0.777  1.191  2.050  1.516  1.024 7.126E+09
  3750. 9.0  1.194 17.835 -0.199 19.167 19.048 18.035 17.380 16.768 16.679 16.893 17.052 19.994 18.546 17.644 17.283 17.192 18.020  0.750  1.720  1.492  0.826  1.154  1.963  1.453  0.979 7.073E+09
  4000. 9.0  1.194 17.555 -0.279 18.878 18.805 17.834 17.196 16.569 16.264 16.409 16.526 19.703 18.320 17.461 17.097 16.949 17.819  0.721  1.650  1.436  0.817  1.102  1.874  1.388  0.932 6.998E+09
  4250. 9.0  1.194 17.292 -0.329 18.567 18.545 17.620 17.009 16.393 15.926 15.962 16.035 19.392 18.079 17.268 16.920 16.753 17.605  0.690  1.574  1.374  0.776  1.037  1.776  1.318  0.881 6.905E+09
  4500. 9.0  1.194 17.043 -0.345 18.227 18.260 17.388 16.809 16.219 15.675 15.577 15.607 19.051 17.816 17.060 16.739 16.577 17.372  0.654  1.490  1.306  0.716  0.962  1.667  1.240  0.824 6.781E+09
  4750. 9.0  1.194 16.808 -0.331 17.861 17.955 17.140 16.597 16.040 15.490 15.277 15.253 18.684 17.534 16.838 16.550 16.407 17.124  0.616  1.398  1.231  0.645  0.878  1.549  1.156  0.762 6.649E+09
  5000. 9.0  1.194 16.586 -0.298 17.481 17.639 16.884 16.379 15.860 15.338 15.066 14.995 18.303 17.243 16.610 16.357 16.238 16.868  0.575  1.301  1.152  0.569  0.790  1.425  1.067  0.697 6.494E+09
  5250. 9.0  1.194 16.374 -0.258 17.104 17.326 16.632 16.166 15.684 15.203 14.915 14.825 17.925 16.955 16.386 16.169 16.076 16.617  0.535  1.203  1.073  0.493  0.702  1.299  0.976  0.631 6.310E+09
  5500. 9.0  1.194 16.171 -0.222 16.744 17.029 16.394 15.964 15.517 15.080 14.796 14.709 17.565 16.682 16.175 15.991 15.922 16.379  0.496  1.109  0.997  0.420  0.618  1.179  0.890  0.568 6.048E+09
  6000. 9.0  1.195 15.793 -0.175 16.102 16.500 15.968 15.605 15.220 14.863 14.605 14.539 16.922 16.194 15.801 15.673 15.649 15.954  0.426  0.941  0.862  0.291  0.467  0.964  0.736  0.455 5.102E+09
  6500. 9.0  1.195 15.445 -0.164 15.561 16.055 15.610 15.303 14.970 14.679 14.451 14.407 16.382 15.785 15.487 15.406 15.418 15.597  0.368  0.799  0.751  0.182  0.340  0.784  0.607  0.361 4.404E+09
  7000. 9.0  1.196 15.123 -0.186 15.102 15.682 15.309 15.052 14.762 14.527 14.324 14.300 15.924 15.441 15.226 15.184 15.226 15.298  0.317  0.676  0.657  0.089  0.230  0.629  0.497  0.280 4.003E+09
  7500. 9.0  1.196 14.823 -0.226 14.716 15.363 15.049 14.832 14.581 14.395 14.217 14.210 15.539 15.145 14.998 14.990 15.059 15.038  0.274  0.580  0.585  0.009  0.136  0.507  0.413  0.215 3.677E+09
  8000. 9.0  1.196 14.543 -0.269 14.385 15.082 14.812 14.632 14.412 14.276 14.122 14.130 15.210 14.881 14.792 14.810 14.903 14.801  0.239  0.513  0.534 -0.060  0.057  0.418  0.355  0.166 3.386E+09
  8500. 9.0  1.196 14.279 -0.310 14.098 14.828 14.589 14.440 14.252 14.163 14.035 14.054 14.924 14.639 14.594 14.639 14.755 14.579  0.209  0.471  0.500 -0.122 -0.011  0.358  0.320  0.129 3.113E+09
  9000. 9.0  1.196 14.031 -0.347 13.844 14.596 14.378 14.257 14.098 14.057 13.952 13.982 14.672 14.414 14.406 14.476 14.613 14.369  0.185  0.447  0.480 -0.180 -0.070  0.320  0.302  0.103 2.864E+09
  9500. 9.0  1.197 13.796 -0.383 13.617 14.382 14.179 14.084 13.952 13.957 13.873 13.912 14.446 14.205 14.228 14.320 14.479 14.169  0.164  0.435  0.470 -0.235 -0.124  0.297  0.295  0.086 2.643E+09
 10000. 9.0  1.197 13.573 -0.419 13.412 14.186 13.992 13.921 13.816 13.863 13.799 13.846 14.242 14.011 14.060 14.175 14.354 13.981  0.149  0.431  0.468 -0.287 -0.171  0.285  0.294  0.077 2.444E+09
 10500. 9.0  1.197 13.361 -0.458 13.227 14.008 13.818 13.772 13.691 13.777 13.729 13.783 14.058 13.834 13.906 14.042 14.239 13.806  0.136  0.429  0.469 -0.338 -0.213  0.278  0.294  0.073 2.260E+09
 11000. 9.0  1.197 13.159 -0.506 13.061 13.849 13.665 13.640 13.582 13.701 13.667 13.726 13.893 13.677 13.771 13.924 14.138 13.651  0.126  0.425  0.471 -0.384 -0.250  0.270  0.291  0.070 2.089E+09
 11500. 9.0  1.197 12.965 -0.567 12.911 13.710 13.532 13.527 13.488 13.635 13.612 13.677 13.745 13.541 13.655 13.824 14.053 13.517  0.117  0.417  0.469 -0.425 -0.283  0.258  0.282  0.067 1.933E+09
 12000. 9.0  1.198 12.780 -0.639 12.777 13.589 13.419 13.430 13.409 13.577 13.564 13.633 13.611 13.423 13.555 13.739 13.979 13.403  0.108  0.403  0.463 -0.460 -0.312  0.240  0.269  0.061 1.793E+09
 12500. 9.0  1.198 12.603 -0.718 12.656 13.482 13.321 13.346 13.340 13.527 13.521 13.591 13.490 13.319 13.469 13.666 13.915 13.304  0.099  0.386  0.454 -0.491 -0.339  0.220  0.253  0.054 1.665E+09
 13000. 9.0  1.198 12.432 -0.803 12.547 13.386 13.236 13.274 13.281 13.482 13.483 13.555 13.382 13.227 13.394 13.602 13.860 13.219  0.090  0.370  0.445 -0.518 -0.363  0.198  0.237  0.046 1.546E+09
 13500. 9.0  1.198 12.268 -0.896 12.454 13.305 13.164 13.213 13.232 13.445 13.451 13.525 13.289 13.149 13.331 13.550 13.814 13.147  0.081  0.356  0.434 -0.541 -0.386  0.179  0.224  0.036 1.434E+09
 14000. 9.0  1.199 12.110 -0.998 12.380 13.241 13.108 13.166 13.194 13.415 13.425 13.501 13.216 13.088 13.282 13.509 13.778 13.091  0.075  0.344  0.425 -0.559 -0.403  0.163  0.211  0.029 1.330E+09
 14500. 9.0  1.199 11.957 -1.102 12.314 13.184 13.059 13.124 13.160 13.389 13.403 13.479 13.150 13.033 13.238 13.473 13.747 13.042  0.068  0.332  0.417 -0.575 -0.419  0.147  0.199  0.023 1.232E+09
 15000. 9.0  1.199 11.810 -1.198 12.244 13.123 13.008 13.080 13.125 13.361 13.379 13.456 13.081 12.976 13.193 13.436 13.714 12.992  0.059  0.321  0.406 -0.591 -0.437  0.129  0.188  0.013 1.142E+09
 15500. 9.0  1.199 11.667 -1.288 12.170 13.059 12.956 13.035 13.089 13.332 13.353 13.433 13.007 12.915 13.146 13.397 13.680 12.940  0.049  0.307  0.392 -0.607 -0.455  0.109  0.175  0.001 1.059E+09
 16000. 9.0  1.199 11.529 -1.373 12.093 12.993 12.903 12.988 13.050 13.301 13.327 13.408 12.931 12.854 13.097 13.357 13.645 12.887  0.040  0.291  0.377 -0.621 -0.474  0.085  0.161 -0.013 9.812E+08
 16500. 9.0  1.200 11.395 -1.456 12.015 12.928 12.851 12.942 13.011 13.270 13.299 13.381 12.853 12.794 13.050 13.315 13.607 12.837  0.030  0.272  0.359 -0.633 -0.491  0.059  0.144 -0.029 9.086E+08
 17000. 9.0  1.200 11.266 -1.535 11.937 12.864 12.801 12.896 12.972 13.238 13.272 13.355 12.776 12.735 13.003 13.275 13.570 12.788  0.021  0.251  0.340 -0.643 -0.506  0.032  0.126 -0.045 8.403E+08
 20000. 9.0  1.201 10.558 -1.969 11.495 12.507 12.528 12.640 12.746 13.044 13.105 13.184 12.335 12.408 12.740 13.040 13.359 12.521 -0.027  0.117  0.223 -0.684 -0.579 -0.138  0.004 -0.135 5.130E+08
 25000. 9.0  1.204  9.587 -2.547 10.887 12.017 12.134 12.265 12.403 12.750 12.833 12.927 11.729 11.956 12.358 12.688 13.026 12.132 -0.068 -0.067  0.083 -0.730 -0.652 -0.352 -0.165 -0.233 2.528E+08
 30000. 9.0  1.206  8.794 -2.969 10.353 11.569 11.763 11.905 12.066 12.449 12.551 12.654 11.196 11.538 11.993 12.346 12.696 11.765 -0.097 -0.210 -0.031 -0.760 -0.701 -0.515 -0.298 -0.308 1.489E+08
 35000. 9.0  1.205  8.125 -3.365  9.986 11.248 11.490 11.635 11.807 12.206 12.316 12.420 10.829 11.234 11.719 12.085 12.440 11.495 -0.112 -0.293 -0.102 -0.772 -0.724 -0.610 -0.377 -0.355 1.116E+08
 40000. 9.0  1.208  7.543 -3.770  9.761 11.046 11.313 11.460 11.638 12.044 12.158 12.261 10.604 11.041 11.543 11.915 12.272 11.320 -0.120 -0.335 -0.138 -0.779 -0.738 -0.658 -0.416 -0.380 7.077E+07
 45000. 9.0  1.210  7.029 -4.154  9.601 10.900 11.183 11.333 11.515 11.924 12.040 12.143 10.445 10.901 11.414 11.791 12.149 11.191 -0.126 -0.361 -0.161 -0.784 -0.747 -0.688 -0.441 -0.397 4.614E+07
 50000. 9.0  1.212  6.570 -4.509  9.475 10.784 11.079 11.230 11.415 11.827 11.945 12.048 10.319 10.789 11.310 11.690 12.050 11.088 -0.130 -0.380 -0.177 -0.788 -0.753 -0.710 -0.458 -0.408 2.818E+07
 55000. 9.0  1.214  6.154 -4.837  9.370 10.686 10.990 11.142 11.330 11.744 11.863 11.966 10.214 10.694 11.222 11.604 11.965 10.999 -0.133 -0.394 -0.190 -0.791 -0.758 -0.727 -0.472 -0.418 1.438E+07
 60000. 9.0  1.217  5.774 -5.139  9.278 10.601 10.912 11.065 11.254 11.671 11.791 11.893 10.123 10.611 11.144 11.528 11.890 10.922 -0.136 -0.406 -0.200 -0.793 -0.763 -0.740 -0.482 -0.425 5.487E+06
 65000. 9.0  1.220  5.423 -5.418  9.196 10.524 10.841 10.994 11.185 11.604 11.725 11.827 10.040 10.536 11.073 11.460 11.822 10.851 -0.138 -0.415 -0.209 -0.795 -0.767 -0.751 -0.491 -0.431 1.821E+06
 70000. 9.0  1.222  5.099 -5.677  9.122 10.454 10.777 10.931 11.123 11.543 11.664 11.767  9.967 10.468 11.009 11.397 11.760 10.787 -0.140 -0.423 -0.216 -0.797 -0.770 -0.761 -0.499 -0.437 9.915E+05
 75000. 9.0  1.224  4.798 -5.920  9.054 10.390 10.717 10.872 11.066 11.487 11.609 11.712  9.899 10.406 10.950 11.339 11.703 10.728 -0.142 -0.430 -0.222 -0.799 -0.773 -0.769 -0.505 -0.442 7.257E+05
 80000. 9.0  1.226  4.516 -6.146  8.992 10.331 10.662 10.817 11.013 11.434 11.557 11.660  9.837 10.348 10.895 11.286 11.650 10.673 -0.144 -0.437 -0.227 -0.801 -0.775 -0.776 -0.511 -0.446 5.943E+05
 85000. 9.0  1.228  4.251 -6.359  8.933 10.275 10.610 10.766 10.962 11.385 11.508 11.611  9.778 10.293 10.843 11.235 11.600 10.621 -0.145 -0.442 -0.232 -0.802 -0.778 -0.783 -0.516 -0.450 4.901E+05
 90000. 9.0  1.229  4.002 -6.560  8.879 10.224 10.561 10.718 10.915 11.339 11.462 11.565  9.724 10.242 10.795 11.188 11.553 10.573 -0.146 -0.447 -0.236 -0.803 -0.780 -0.788 -0.521 -0.453 3.598E+05
100000. 9.0  1.227  3.546 -6.929  8.782 10.132 10.475 10.632 10.831 11.256 11.381 11.484  9.628 10.152 10.709 11.104 11.469 10.487 -0.148 -0.455 -0.243 -0.806 -0.783 -0.798 -0.528 -0.459 8.610E+04
110000. 9.0  1.215  3.143 -7.263  8.704 10.058 10.406 10.563 10.764 11.190 11.316 11.418  9.550 10.080 10.640 11.036 11.402 10.417 -0.150 -0.462 -0.249 -0.808 -0.787 -0.806 -0.535 -0.464 4.321E+03
  1500. 9.5  1.365 22.919  1.103 23.580 22.865 21.816 22.435 24.875 25.010 24.508 26.820 24.430 22.210 22.312 24.919 24.992 21.713  0.727  2.629  1.799 -3.983 -1.703  2.793  2.284  1.229 3.500E+09
  1750. 9.5  1.365 22.250  1.025 23.049 22.452 21.224 21.487 23.260 23.511 23.218 24.874 23.892 21.788 21.378 23.429 23.538 21.136  0.912  2.449  1.929 -2.768 -0.800  2.786  2.123  1.346 3.499E+09
  2000. 9.5  1.365 21.670  0.878 22.578 22.062 20.791 20.789 22.042 22.356 22.228 23.439 23.417 21.416 20.706 22.271 22.432 20.736  0.941  2.324  1.914 -1.851 -0.160  2.692  2.009  1.332 3.489E+09
  2250. 9.5  1.365 21.158  0.710 22.148 21.705 20.448 20.244 21.069 21.423 21.416 22.330 22.985 21.083 20.202 21.328 21.542 20.414  0.925  2.213  1.855 -1.145  0.329  2.571  1.906  1.281 3.475E+09
  2500. 9.5  1.365 20.701  0.541 21.750 21.379 20.160 19.800 20.254 20.638 20.729 21.404 22.584 20.781 19.816 20.534 20.787 20.136  0.894  2.104  1.784 -0.573  0.703  2.444  1.806  1.222 3.463E+09
  2750. 9.5  1.365 20.287  0.376 21.386 21.081 19.910 19.439 19.577 19.968 20.132 20.626 22.217 20.508 19.522 19.885 20.145 19.892  0.859  2.002  1.710 -0.119  0.947  2.319  1.713  1.160 3.454E+09
  3000. 9.5  1.365 19.909  0.229 21.040 20.799 19.680 19.131 19.006 19.385 19.601 19.970 21.869 20.249 19.278 19.356 19.589 19.663  0.822  1.906  1.636  0.238  1.078  2.197  1.624  1.099 3.449E+09
  3250. 9.5  1.365 19.561  0.099 20.712 20.530 19.462 18.866 18.537 18.861 19.103 19.379 21.540 20.004 19.064 18.940 19.104 19.447  0.787  1.816  1.566  0.497  1.124  2.084  1.541  1.041 3.444E+09
  3500. 9.5  1.365 19.239 -0.014 20.402 20.274 19.254 18.635 18.163 18.374 18.622 18.832 21.228 19.768 18.867 18.617 18.686 19.238  0.755  1.733  1.502  0.660  1.121  1.979  1.465  0.987 3.440E+09
  3750. 9.5  1.365 18.940 -0.113 20.112 20.031 19.053 18.431 17.876 17.913 18.141 18.313 20.937 19.544 18.680 18.367 18.340 19.038  0.726  1.661  1.445  0.740  1.092  1.888  1.399  0.940 3.438E+09
  4000. 9.5  1.365 18.660 -0.197 19.832 19.795 18.856 18.244 17.654 17.487 17.670 17.805 20.657 19.324 18.499 18.166 18.066 18.841  0.700  1.596  1.393  0.757  1.050  1.805  1.339  0.897 3.436E+09
  4250. 9.5  1.365 18.396 -0.258 19.546 19.553 18.655 18.062 17.471 17.118 17.220 17.320 20.370 19.098 18.315 17.988 17.850 18.639  0.672  1.530  1.339  0.734  0.996  1.720  1.277  0.852 3.435E+09
  4500. 9.5  1.365 18.148 -0.291 19.235 19.291 18.439 17.873 17.299 16.829 16.815 16.880 20.058 18.855 18.120 17.813 17.668 18.423  0.641  1.456  1.279  0.687  0.931  1.624  1.209  0.802 3.435E+09
  4750. 9.5  1.365 17.913 -0.295 18.899 19.009 18.208 17.674 17.128 16.617 16.478 16.497 19.722 18.595 17.913 17.633 17.500 18.192  0.606  1.374  1.212  0.626  0.857  1.519  1.134  0.746 3.410E+09
  5000. 9.5  1.365 17.690 -0.277 18.546 18.714 17.968 17.469 16.955 16.454 16.229 16.189 19.368 18.322 17.698 17.450 17.337 17.952  0.570  1.286  1.141  0.558  0.778  1.406  1.053  0.687 3.347E+09
  5250. 9.5  1.365 17.478 -0.247 18.187 18.415 17.726 17.262 16.784 16.315 16.055 15.980 19.008 18.046 17.482 17.267 17.177 17.710  0.531  1.195  1.066  0.487  0.695  1.289  0.969  0.625 3.277E+09
  5500. 9.5  1.365 17.276 -0.216 17.837 18.125 17.492 17.064 16.620 16.190 15.923 15.841 18.657 17.779 17.275 17.093 17.026 17.478  0.494  1.104  0.993  0.416  0.614  1.172  0.885  0.564 3.210E+09
  6000. 9.5  1.365 16.899 -0.172 17.202 17.601 17.070 16.707 16.324 15.971 15.722 15.657 18.022 17.295 16.902 16.777 16.753 17.057  0.426  0.938  0.860  0.289  0.466  0.961  0.734  0.454 3.036E+09
  6500. 9.5  1.365 16.551 -0.159 16.659 17.154 16.709 16.403 16.071 15.785 15.563 15.518 17.480 16.883 16.586 16.506 16.519 16.697  0.368  0.797  0.749  0.181  0.340  0.782  0.605  0.361 2.621E+09
  7000. 9.5  1.365 16.229 -0.175 16.199 16.777 16.404 16.146 15.857 15.627 15.432 15.406 17.021 16.536 16.320 16.278 16.321 16.392  0.319  0.677  0.656  0.090  0.233  0.631  0.497  0.284 2.450E+09
  7500. 9.5  1.365 15.929 -0.216 15.809 16.458 16.145 15.928 15.676 15.495 15.322 15.313 16.632 16.241 16.095 16.085 16.154 16.134  0.277  0.576  0.582  0.011  0.140  0.504  0.407  0.219 2.319E+09
  8000. 9.5  1.366 15.649 -0.266 15.476 16.183 15.915 15.736 15.514 15.379 15.228 15.234 16.300 15.985 15.898 15.912 16.004 15.905  0.242  0.498  0.526 -0.058  0.061  0.405  0.339  0.169 2.187E+09
  8500. 9.5  1.366 15.385 -0.316 15.186 15.935 15.701 15.553 15.360 15.270 15.142 15.160 16.012 15.750 15.709 15.748 15.862 15.691  0.213  0.443  0.487 -0.118 -0.007  0.333  0.291  0.131 2.080E+09
  9000. 9.5  1.366 15.137 -0.362 14.930 15.709 15.499 15.378 15.212 15.168 15.060 15.089 15.757 15.533 15.529 15.591 15.726 15.489  0.189  0.407  0.463 -0.174 -0.064  0.284  0.261  0.105 1.994E+09
  9500. 9.5  1.366 14.902 -0.403 14.700 15.501 15.306 15.210 15.070 15.071 14.983 15.020 15.528 15.330 15.356 15.440 15.595 15.295  0.170  0.384  0.450 -0.226 -0.114  0.251  0.243  0.089 1.910E+09
 10000. 9.5  1.366 14.679 -0.443 14.491 15.308 15.122 15.050 14.936 14.980 14.908 14.952 15.320 15.141 15.191 15.297 15.470 15.111  0.155  0.371  0.445 -0.277 -0.157  0.230  0.232  0.081 1.825E+09
 10500. 9.5  1.366 14.468 -0.483 14.301 15.131 14.950 14.899 14.809 14.893 14.836 14.887 15.131 14.966 15.037 15.161 15.353 14.937  0.144  0.362  0.446 -0.323 -0.196  0.217  0.225  0.078 1.747E+09
 11000. 9.5  1.366 14.265 -0.526 14.127 14.969 14.792 14.762 14.693 14.814 14.770 14.825 14.959 14.806 14.895 15.038 15.246 14.777  0.136  0.353  0.449 -0.369 -0.231  0.207  0.218  0.078 1.685E+09
 11500. 9.5  1.366 14.072 -0.580 13.972 14.826 14.652 14.641 14.591 14.743 14.710 14.772 14.804 14.664 14.771 14.930 15.153 14.636  0.129  0.342  0.450 -0.408 -0.261  0.195  0.207  0.078 1.632E+09
 12000. 9.5  1.366 13.887 -0.644 13.832 14.700 14.532 14.537 14.505 14.681 14.656 14.721 14.665 14.541 14.665 14.837 15.072 14.514  0.124  0.327  0.446 -0.444 -0.287  0.179  0.193  0.076 1.579E+09
 12500. 9.5  1.366 13.710 -0.717 13.704 14.587 14.427 14.446 14.429 14.626 14.609 14.677 14.538 14.432 14.572 14.757 15.003 14.409  0.118  0.309  0.439 -0.474 -0.311  0.159  0.175  0.071 1.522E+09
 13000. 9.5  1.366 13.540 -0.796 13.587 14.486 14.336 14.367 14.363 14.577 14.566 14.635 14.422 14.335 14.490 14.687 14.941 14.316  0.111  0.290  0.428 -0.501 -0.334  0.137  0.156  0.064 1.463E+09
 13500. 9.5  1.366 13.376 -0.879 13.481 14.394 14.254 14.296 14.305 14.532 14.527 14.599 14.315 14.247 14.417 14.624 14.886 14.235  0.104  0.270  0.416 -0.525 -0.355  0.114  0.137  0.055 1.406E+09
 14000. 9.5  1.366 13.218 -0.965 13.385 14.313 14.183 14.234 14.253 14.493 14.493 14.568 14.221 14.169 14.353 14.570 14.839 14.163  0.097  0.252  0.405 -0.546 -0.374  0.092  0.119  0.047 1.356E+09
 14500. 9.5  1.366 13.065 -1.056 13.303 14.242 14.122 14.182 14.210 14.459 14.464 14.541 14.139 14.102 14.299 14.524 14.799 14.101  0.090  0.237  0.395 -0.565 -0.392  0.074  0.105  0.039 1.312E+09
 15000. 9.5  1.366 12.918 -1.154 13.237 14.185 14.072 14.139 14.176 14.432 14.441 14.520 14.073 14.048 14.255 14.487 14.766 14.052  0.084  0.225  0.386 -0.580 -0.407  0.058  0.094  0.032 1.271E+09
 15500. 9.5  1.366 12.776 -1.254 13.178 14.135 14.029 14.102 14.146 14.408 14.420 14.498 14.015 14.000 14.216 14.455 14.737 14.009  0.079  0.213  0.377 -0.593 -0.420  0.044  0.082  0.026 1.231E+09
 16000. 9.5  1.366 12.638 -1.347 13.118 14.084 13.985 14.064 14.115 14.384 14.399 14.478 13.955 13.952 14.177 14.423 14.709 13.965  0.074  0.201  0.369 -0.607 -0.433  0.029  0.070  0.020 1.191E+09
 16500. 9.5  1.367 12.504 -1.435 13.054 14.029 13.939 14.024 14.082 14.358 14.377 14.458 13.891 13.899 14.135 14.388 14.679 13.919  0.066  0.190  0.360 -0.621 -0.448  0.012  0.060  0.012 1.150E+09
 17000. 9.5  1.367 12.374 -1.517 12.987 13.971 13.891 13.983 14.049 14.331 14.353 14.435 13.825 13.845 14.092 14.353 14.647 13.872  0.058  0.176  0.348 -0.634 -0.464 -0.006  0.047  0.001 1.110E+09
 20000. 9.5  1.367 11.668 -1.955 12.575 13.626 13.623 13.739 13.839 14.149 14.203 14.284 13.415 13.526 13.841 14.133 14.454 13.610  0.002  0.077  0.247 -0.687 -0.548 -0.148 -0.043 -0.081 9.368E+08
 25000. 9.5  1.368 10.698 -2.529 11.966 13.124 13.227 13.361 13.495 13.851 13.931 14.025 12.808 13.065 13.456 13.780 14.119 13.221 -0.048 -0.098  0.094 -0.733 -0.630 -0.361 -0.201 -0.194 6.892E+08
 30000. 9.5  1.369  9.906 -2.954 11.439 12.674 12.859 13.003 13.161 13.551 13.649 13.753 12.283 12.644 13.092 13.441 13.792 12.859 -0.083 -0.231 -0.027 -0.762 -0.685 -0.522 -0.324 -0.283 3.744E+08
 35000. 9.5  1.461  9.166 -3.359 11.016 12.288 12.524 12.671 12.840 13.243 13.351 13.456 11.859 12.276 12.757 13.118 13.473 12.527 -0.101 -0.307 -0.099 -0.773 -0.712 -0.612 -0.393 -0.337 5.502E+08
 40000. 9.5  1.461  8.586 -3.768 10.799 12.091 12.354 12.503 12.679 13.087 13.200 13.304 11.642 12.088 12.586 12.955 13.313 12.359 -0.112 -0.345 -0.136 -0.780 -0.727 -0.659 -0.429 -0.366 6.405E+08
 45000. 9.5  1.460  8.075 -4.154 10.644 11.949 12.229 12.379 12.559 12.972 13.087 13.191 11.488 11.951 12.461 12.835 13.194 12.235 -0.119 -0.370 -0.160 -0.785 -0.738 -0.689 -0.452 -0.384 5.451E+08
 50000. 9.5  1.460  7.617 -4.511 10.522 11.836 12.128 12.280 12.463 12.878 12.996 13.100 11.366 11.842 12.361 12.738 13.099 12.135 -0.124 -0.387 -0.176 -0.789 -0.745 -0.710 -0.468 -0.398 3.184E+08
 55000. 9.5  1.461  7.203 -4.839 10.420 11.741 12.042 12.195 12.381 12.798 12.917 13.021 11.264 11.749 12.275 12.655 13.017 12.050 -0.127 -0.401 -0.189 -0.792 -0.752 -0.727 -0.480 -0.409 1.167E+08
 60000. 9.5  1.461  6.825 -5.142 10.331 11.658 11.967 12.120 12.309 12.728 12.848 12.952 11.176 11.669 12.200 12.583 12.945 11.975 -0.131 -0.411 -0.199 -0.794 -0.757 -0.740 -0.490 -0.417 2.443E+07
 65000. 9.5  1.463  6.475 -5.422 10.251 11.582 11.898 12.052 12.242 12.663 12.784 12.888 11.096 11.595 12.131 12.516 12.879 11.906 -0.134 -0.420 -0.208 -0.797 -0.761 -0.751 -0.498 -0.424 4.000E+06
 70000. 9.5  1.463  6.153 -5.683 10.180 11.515 11.836 11.991 12.183 12.605 12.727 12.832 11.025 11.530 12.070 12.457 12.820 11.845 -0.136 -0.428 -0.215 -0.799 -0.765 -0.761 -0.505 -0.431 1.566E+06
